# mirror design exported by jaxmirror
# angle of incidence: 45 deg
# phase convention sign: +1
# incident medium: Air (n=1)
# layer 1: main/Si/Franta-20C, thickness 100000 nm
# substrate: main/Si/Franta-20C
# tabulated-data smoothing: sigma = 0.5 nm
# columns: wavelength_nm, R_s, R_p, phase_s_rad, phase_p_rad, GDD_s_fs2, GDD_p_fs2
9.521999999999999886e+01,7.507336485815475635e-01,5.636010111125629995e-01,-2.010003457041128705e+00,-4.020006914082258298e+00,-1.830624994150696107e-03,-3.661249988533320839e-03
9.581500000000001194e+01,7.516115099080725725e-01,5.649198618262922800e-01,-2.020026347017758628e+00,-4.040052694035518144e+00,-8.243182343595292783e-04,-1.648636471390133940e-03
9.640999999999999659e+01,7.521984062578076502e-01,5.658024423767862299e-01,-2.029937702007283296e+00,-4.059875404014567479e+00,2.462374707956349607e-04,4.924749425840705980e-04
9.700500000000000966e+01,7.525452964835557257e-01,5.663244232595232575e-01,-2.039723886291008981e+00,-4.079447772582019738e+00,1.378980000261616819e-03,2.757960000151754749e-03
9.759999999999999432e+01,7.527016367092448368e-01,5.665597539047759756e-01,-2.049371286973635353e+00,-4.098742573947271595e+00,2.572170873995493958e-03,5.144341744664502128e-03
9.819500000000000739e+01,7.527151836442694810e-01,5.665801476886258570e-01,-2.058866364461388265e+00,-4.117732728922778307e+00,3.824255169238568400e-03,7.648510336891125964e-03
9.879000000000000625e+01,7.526318518683299263e-01,5.664547044467518333e-01,-2.068195695442105464e+00,-4.136391390884211816e+00,5.133731234953219091e-03,1.026746247386537726e-02
9.938500000000001933e+01,7.524956245999410154e-01,5.662496650420554278e-01,-2.077346010787064046e+00,-4.154692021574128091e+00,6.499034190919020064e-03,1.299806838906103143e-02
9.998000000000000398e+01,7.523484908478170752e-01,5.660282516809884701e-01,-2.086304245742548691e+00,-4.172608491485099158e+00,7.595999852497888234e-03,1.519199971970887873e-02
1.005750000000000171e+02,7.522196297686023492e-01,5.658343714092138876e-01,-2.095064274856572428e+00,-4.190128549713145745e+00,6.888911950701882836e-03,1.377782389533402201e-02
1.011700000000000017e+02,7.521095323091396834e-01,5.656687485902723855e-01,-2.103637189836067289e+00,-4.207274379672135467e+00,6.154242959618827849e-03,1.230848592305570574e-02
1.017650000000000148e+02,7.520147406652408772e-01,5.655261701778089289e-01,-2.112036494109449603e+00,-4.224072988218900093e+00,5.393602209389121438e-03,1.078720442282012429e-02
1.023599999999999994e+02,7.519323144380247737e-01,5.654022054961247434e-01,-2.120275342300320887e+00,-4.240550684600642661e+00,4.608446585328281921e-03,9.216893169701510097e-03
1.029550000000000125e+02,7.518597829737715399e-01,5.652931332533667197e-01,-2.128366529477838665e+00,-4.256733058955678217e+00,3.800121040948670290e-03,7.600242069066161753e-03
1.035499999999999972e+02,7.517951030181558858e-01,5.651958769220790657e-01,-2.136322483449769827e+00,-4.272644966899541430e+00,2.969894831793070018e-03,5.939789668481133302e-03
1.041450000000000102e+02,7.517366210674464311e-01,5.651079474539016934e-01,-2.144155259395553070e+00,-4.288310518791107029e+00,2.118994025494313604e-03,4.237988058090491443e-03
1.047399999999999949e+02,7.516830398601602736e-01,5.650273924134115999e-01,-2.151876536260352246e+00,-4.303753072520706269e+00,1.248630617742875655e-03,2.497261240871715120e-03
