# mirror design exported by jaxmirror
# angle of incidence: 0 deg
# phase convention sign: +1
# incident medium: Air (n=1)
# layer 1: main/MgF2/Franta, thickness 20 nm
# substrate: main/Al/Rakic
# columns: wavelength_nm, R_s, R_p, phase_s_rad, phase_p_rad, GDD_s_fs2, GDD_p_fs2
7.618000000000000682e+01,1.213197924723211640e-01,1.213197924723211640e-01,-2.227435951185711360e+00,9.141567024040820888e-01,-2.107850016554364825e-02,-2.107850016554364825e-02
7.677499999999999147e+01,1.245698878538185062e-01,1.245698878538185062e-01,-2.229997815186221199e+00,9.115948384035720276e-01,-4.180711743217437742e-02,-4.180711743217437742e-02
7.737000000000000455e+01,1.284098799155299619e-01,1.284098799155299619e-01,-2.233975204918315693e+00,9.076174486714775336e-01,-4.998543982433682059e-02,-4.998543982433682059e-02
7.796500000000000341e+01,1.327031814816906630e-01,1.327031814816906630e-01,-2.239590973330698009e+00,9.020016802590951066e-01,-4.664897964885394294e-02,-4.664897964885394294e-02
7.856000000000001648e+01,1.373523062148194196e-01,1.373523062148194196e-01,-2.246680346074113377e+00,8.949123075156799612e-01,-3.825831984534838748e-02,-3.825831984534838748e-02
7.915500000000001535e+01,1.423394092600062388e-01,1.423394092600062388e-01,-2.254929991438382686e+00,8.866626621514106521e-01,-3.309733988813338967e-02,-3.309733988813338967e-02
7.975000000000001421e+01,1.477447535031737313e-01,1.477447535031737313e-01,-2.264126381857971992e+00,8.774662717318211236e-01,-3.945866009460500395e-02,-3.945866009460500395e-02
8.034499999999999886e+01,1.537026172739160979e-01,1.537026172739160979e-01,-2.274407986082278121e+00,8.671846675075148836e-01,-4.739545811847459267e-02,-4.739545811847459267e-02
8.094000000000001194e+01,1.603805932971970882e-01,1.603805932971970882e-01,-2.286157439600903007e+00,8.554352139888901085e-01,-1.294023911788255987e-01,-1.294023911788255987e-01
8.153499999999999659e+01,1.678194102435445756e-01,1.678194102435445201e-01,-2.300978481011401122e+00,8.406141725783921048e-01,-8.381647944670263251e-02,-8.381647944670267414e-02
8.213000000000000966e+01,1.754093896427087462e-01,1.754093896427087462e-01,-2.318087384010993901e+00,8.235052695787992150e-01,-4.896809251023255538e-02,-4.896809251023255538e-02
8.272500000000000853e+01,1.839433795965233487e-01,1.839433795965233487e-01,-2.337562381432727765e+00,8.040302721570654620e-01,-2.899196883947918191e-01,-2.899196883947918191e-01
8.332000000000000739e+01,1.928791440659899104e-01,1.928791440659899104e-01,-2.363327629561088550e+00,7.782650240287047883e-01,-2.003916499678795038e-01,-2.003916499678795038e-01
8.391500000000000625e+01,2.005594856589147656e-01,2.005594856589147656e-01,-2.393824078117266385e+00,7.477685754725269529e-01,-7.953644676052136486e-02,-7.953644676052136486e-02
